,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,Kandrian,-6.2167,149.55,80.4,83,76,5.48,PG,1630106592
284,Dingle,10.9995,122.6711,78.82,86,92,3.13,PH,1630106787
285,Sabha,27.0377,14.4283,85.84,16,0,10.47,LY,1630106787
286,Port Hedland,-20.3167,118.5667,60.85,77,1,5.75,AU,1630106787
287,San Patricio,28.017,-97.5169,89.06,61,100,10.54,US,1630106788
288,Revelganj,25.7833,84.6667,76.91,91,98,6.85,IN,1630106788
289,Iisalmi,63.5592,27.1907,50.02,88,2,2.24,FI,1630106788
290,Buchanan,5.8808,-10.0467,77.32,86,89,5.93,LR,1630106788
291,Lebu,-37.6167,-73.65,48.81,94,100,22.62,CL,1630106789
292,Kologriv,58.8275,44.3178,42.37,81,32,4.74,RU,1630106789
293,Gardelegen,52.5252,11.3952,55.76,94,81,5.14,DE,1630106789
294,Abnūb,27.2696,31.1511,82.62,31,0,14.79,EG,1630106790
295,Pudozh,61.8099,36.5345,45.18,86,100,4.56,RU,1630106790
296,Dunedin,-45.8742,170.5036,47.8,89,100,7.78,NZ,1630106790
297,Karratha,-20.7377,116.8463,70.09,34,0,15.52,AU,1630106790
298,Nālūt,30.3333,10.85,88.16,15,12,3.09,LY,1630106791
299,Klaksvík,62.2266,-6.589,50.92,90,100,10.67,FO,1630106791
300,Hilo,19.7297,-155.09,84.27,76,90,0.0,US,1630106769
301,Miandrivazo,-19.5167,45.4667,71.33,76,0,1.99,MG,1630106791
302,Severo-Kuril'sk,50.6789,156.125,54.3,99,100,11.83,RU,1630106792
303,Batagay,67.6333,134.6333,37.54,96,100,9.35,RU,1630106792
304,Dudinka,69.4058,86.1778,36.25,97,100,17.0,RU,1630106792
305,Fundão,-19.9341,-40.4047,74.73,87,26,2.73,BR,1630106792
306,Aksarka,66.5606,67.7975,39.27,82,90,9.22,RU,1630106793
307,Pisco,-13.7,-76.2167,62.65,77,0,13.8,PE,1630106793
308,Sobolevo,54.4299,31.8996,57.25,92,99,6.82,RU,1630106793
309,Talnakh,69.4865,88.3972,38.3,97,100,2.28,RU,1630106794
310,Taft,31.7471,54.2088,73.35,19,0,6.91,IR,1630106794
311,Forrest City,35.0081,-90.7898,91.26,46,25,3.98,US,1630106794
312,Fallon,39.4735,-118.7774,89.92,10,40,8.05,US,1630106794
313,Leningradskiy,69.3833,178.4167,37.45,82,100,7.49,RU,1630106795
314,Gigmoto,13.7796,124.39,81.81,83,93,1.9,PH,1630106795
315,Laas,46.6166,10.7002,59.88,90,69,4.09,IT,1630106795
316,Correntina,-13.3433,-44.6367,78.35,30,40,3.4,BR,1630106795
317,Bischwiller,48.7659,7.8583,60.03,88,90,3.44,FR,1630106796
318,Honolulu,21.3069,-157.8583,89.42,52,40,1.01,US,1630106720
319,Hambantota,6.1241,81.1185,79.86,80,99,19.35,LK,1630106796
320,Chiang Khong,20.2613,100.4046,73.72,100,86,0.87,TH,1630106796
321,Ilula,-7.6766,36.0366,57.74,63,2,4.07,TZ,1630106797
322,Tura,25.5198,90.2201,72.77,98,100,4.34,IN,1630106797
323,Ocosingo,17.0667,-92.25,69.94,84,92,3.27,MX,1630106797
324,Lovington,32.944,-103.3485,91.33,34,33,4.0,US,1630106797
325,Conceição da Barra,-18.5933,-39.7322,72.52,84,2,7.56,BR,1630106798
326,Madona,56.8533,26.217,58.87,98,100,9.19,LV,1630106798
327,Mar del Plata,-38.0023,-57.5575,44.62,87,0,4.61,AR,1630106798
328,Bad Doberan,54.1071,11.9005,59.0,98,100,12.37,DE,1630106798
329,Olinda,-8.0089,-34.8553,74.93,73,75,9.22,BR,1630106656
330,Kahului,20.8947,-156.47,87.82,55,40,23.02,US,1630106776
331,Port-Gentil,-0.7193,8.7815,76.96,83,20,9.22,GA,1630106799
332,Gizo Government Station,-8.103,156.8419,83.5,74,34,9.06,SB,1630106799
333,Kachug,53.9606,105.8817,49.21,82,25,1.1,RU,1630106800
334,Vamdrup,55.4276,9.2844,60.15,88,100,9.22,DK,1630106800
335,Akdepe,42.0551,59.3788,75.2,30,25,7.87,TM,1630106800
336,Baoding,38.8511,115.4903,68.58,91,87,2.01,CN,1630106797
337,Uyemskiy,64.4743,40.8524,41.05,87,0,4.47,RU,1630106801
338,Grants Pass,42.439,-123.3284,93.18,34,1,5.01,US,1630106569
339,Merced,37.1666,-120.7516,104.43,8,0,7.99,US,1630106801
340,Meulaboh,4.1363,96.1285,75.96,90,99,4.18,ID,1630106801
341,Zhezkazgan,47.8043,67.7144,70.34,39,0,9.95,KZ,1630106801
342,Kholodnyy,62.7167,147.95,54.72,79,99,2.84,RU,1630106802
343,Esperance,-33.8667,121.9,49.84,79,100,22.53,AU,1630106802
344,Tefé,-3.3542,-64.7114,86.11,42,86,2.01,BR,1630106802
345,Beyneu,45.3167,55.2,78.37,34,0,8.05,KZ,1630106802
346,Lagoa,39.05,-27.9833,70.12,85,96,14.12,PT,1630106803
347,Sitka,57.0531,-135.33,57.09,82,90,16.11,US,1630106803
348,Touros,-5.1989,-35.4608,76.1,73,34,16.51,BR,1630106803
349,Sulangan,11.1373,123.7228,83.01,76,100,6.87,PH,1630106804
350,Sibu,2.3,111.8167,75.51,94,40,4.61,MY,1630106805
351,Maniitsoq,65.4167,-52.9,41.95,81,100,11.7,GL,1630106805
352,Lastoursville,-0.8143,12.7287,72.5,96,25,2.89,GA,1630106805
353,Clyde River,70.4692,-68.5914,39.43,93,75,5.75,CA,1630106806
354,Caucayá,-0.1934,-74.7819,74.23,97,67,3.38,CO,1630106806
355,Sechura,-5.5569,-80.8222,69.87,69,72,18.14,PE,1630106806
356,Najrān,17.4924,44.1277,83.05,23,70,3.47,SA,1630106807
357,Harper,4.375,-7.7169,76.5,89,9,7.78,LR,1630106807
358,Chernyshevskiy,63.0128,112.4714,45.95,74,62,5.41,RU,1630106807
359,Bingöl,38.8847,40.4939,74.95,22,0,5.59,TR,1630106807
360,Severobaykal'sk,55.65,109.3167,52.23,70,30,1.7,RU,1630106808
361,Mossamedes,-15.1961,12.1522,61.16,85,47,1.99,AO,1630106808
362,Guarda,40.5373,-7.2658,55.06,95,24,3.98,PT,1630106543
363,Tuy Hoa,13.0833,109.3,76.01,90,99,3.62,VN,1630106808
364,Corinth,37.9407,22.9573,82.63,66,0,8.05,GR,1630106808
365,Chippewa Falls,44.9369,-91.3929,73.72,89,75,6.91,US,1630106809
366,Ugoofaaru,5.6667,73.0,81.46,79,100,13.96,MV,1630106809
367,Bauchi,10.5,10.0,72.52,89,81,2.55,NG,1630106809
368,Brodek u Přerova,49.4842,17.3382,55.18,96,74,2.42,CZ,1630106810
369,Hithadhoo,-0.6,73.0833,82.58,72,22,11.27,MV,1630106810
370,Los Llanos de Aridane,28.6585,-17.9182,72.12,76,0,10.36,ES,1630106810
371,Hong Kong,22.2855,114.1577,82.38,79,29,14.09,HK,1630106553
372,Marzuq,14.4,46.4667,83.7,46,99,5.79,YE,1630106810
373,Carnarvon,-24.8667,113.6333,51.87,54,0,11.5,AU,1630106811
374,La Ronge,55.1001,-105.2842,59.25,77,90,11.5,CA,1630106811
375,Izhevskoye,54.5567,40.8703,61.14,52,98,11.14,RU,1630106811
376,Suriāpet,17.15,79.6167,78.03,85,100,6.64,IN,1630106811
377,Lakes Entrance,-37.8811,147.981,51.17,89,100,5.17,AU,1630106812
378,Kamiiso,41.8167,140.65,75.58,73,75,3.44,JP,1630106812
379,Puławy,51.4166,21.9694,56.12,96,100,6.49,PL,1630106813
380,Saint-François,46.4154,3.9054,52.41,82,0,3.44,FR,1630106814
381,Zyryanka,65.75,150.85,56.71,79,100,7.4,RU,1630106814
382,Lorengau,-2.0226,147.2712,84.18,71,51,11.03,PG,1630106814
383,Albion,42.2431,-84.753,86.86,74,1,0.0,US,1630106814
384,Oranjestad,12.524,-70.027,84.15,74,20,19.57,AW,1630106815
385,Yagodnoye,62.55,149.6667,58.05,71,93,3.49,RU,1630106815
386,Erdenet,49.0333,104.0833,44.71,86,78,2.42,MN,1630106815
387,Kavieng,-2.5744,150.7967,83.12,77,100,14.2,PG,1630106592
388,Constitución,-35.3333,-72.4167,49.39,88,100,6.71,CL,1630106816
389,Gayéri,12.6497,0.4931,76.33,86,95,9.22,BF,1630106816
390,Luganville,-15.5333,167.1667,80.08,62,40,12.08,VU,1630106816
391,Vila,42.0304,-8.1588,56.7,86,0,2.28,PT,1630106816
392,Kaiyuan,23.6977,103.3037,62.47,95,69,3.11,CN,1630106817
393,Bintulu,3.1667,113.0333,77.41,88,20,5.75,MY,1630106817
394,Great Falls,47.5002,-111.3008,69.19,36,75,16.11,US,1630106541
395,Springbok,-29.6643,17.8865,36.1,86,30,9.66,ZA,1630106817
396,Waipawa,-41.4122,175.5153,49.46,97,100,5.68,NZ,1630106817
397,Mareeba,-17.0,145.4333,75.49,86,47,4.79,AU,1630106818
398,Goderich,43.7501,-81.7165,79.92,73,74,9.22,CA,1630106818
399,Uruguaiana,-29.7547,-57.0883,60.73,55,0,9.22,BR,1630106818
400,Yulara,-25.2406,130.9889,58.84,38,62,11.5,AU,1630106819
401,Manokwari,-0.8667,134.0833,77.99,83,100,1.21,ID,1630106819
402,Rānībennur,14.6167,75.6167,70.63,92,100,9.73,IN,1630106819
403,Tigbao,12.5546,123.3389,81.3,83,98,5.59,PH,1630106819
404,Kidal,18.4411,1.4078,91.29,29,26,5.12,ML,1630106820
405,Pasni,25.2631,63.471,79.18,79,99,5.88,PK,1630106820
406,Indianola,41.3581,-93.5574,91.9,54,1,21.65,US,1630106804
407,Yatou,37.15,122.3833,71.17,77,64,3.74,CN,1630106820
408,Māngrol,21.1167,70.1167,80.15,77,99,9.28,IN,1630106821
409,Slantsy,59.1182,28.0914,58.48,94,99,6.89,RU,1630106821
410,Mae Ramat,16.984,98.5166,75.52,99,100,0.4,TH,1630106821
411,Pendleton,45.6721,-118.7886,81.25,31,1,1.99,US,1630106822
412,Buala,-8.145,159.5921,83.57,75,91,11.21,SB,1630106714
413,Lida,53.8833,25.2997,54.88,89,88,4.92,BY,1630106822
414,Mēga,4.05,38.3,59.99,65,9,13.04,ET,1630106822
415,Las Juntas,19.4167,-104.7,78.33,96,98,3.56,MX,1630106822
416,Dickinson,29.4608,-95.0513,89.87,74,20,5.01,US,1630106757
417,Kuril'sk,45.2333,147.8833,65.3,84,77,7.18,RU,1630106823
418,Iracoubo,5.4802,-53.2011,79.54,84,91,10.22,GF,1630106823
419,Valdemārpils,57.3707,22.5919,60.22,99,100,9.55,LV,1630106823
420,Xichang,27.8964,102.2634,63.75,98,100,2.26,CN,1630106824
421,Machiques,10.0644,-72.545,84.22,66,79,5.68,VE,1630106824
422,Nemuro,43.3236,145.575,65.19,88,68,12.17,JP,1630106824
423,Takoradze,4.8845,-1.7554,77.67,84,76,6.87,GH,1630106824
424,Romanovka,51.7443,42.7527,62.87,38,100,10.07,RU,1630106825
425,Ulaanbaatar,47.9077,106.8832,44.73,87,40,0.0,MN,1630106795
426,Yambio,4.5721,28.3955,68.25,92,20,3.49,SS,1630106825
427,Merano,46.6682,11.1595,61.0,78,82,3.69,IT,1630106825
428,Vila Franca do Campo,37.7167,-25.4333,70.21,90,88,8.99,PT,1630106825
429,Naustdal,61.509,5.7168,53.46,78,2,2.08,NO,1630106826
430,Zhangjiakou,40.81,114.8794,60.64,63,93,3.13,CN,1630106546
431,Burnie,-41.0667,145.9167,47.53,70,100,7.7,AU,1630106826
432,Sos'va,59.1766,61.8558,50.52,64,100,7.14,RU,1630106826
433,Mapimí,25.8167,-103.85,90.37,29,53,8.05,MX,1630106827
434,Korla,41.7597,86.1469,72.88,30,26,12.17,CN,1630106827
435,Evensk,61.95,159.2333,49.46,98,100,3.76,RU,1630106827
436,Kutum,14.2,24.6667,79.41,49,67,8.34,SD,1630106827
437,Kez,57.8979,53.7152,41.29,84,2,6.58,RU,1630106828
438,Uvalde,29.3669,-99.767,88.52,55,1,20.71,US,1630106828
439,Mehamn,71.0357,27.8492,49.06,86,95,32.93,NO,1630106828
440,Huaicheng,23.9051,112.1931,74.75,95,8,1.19,CN,1630106829
441,Zhicheng,30.2956,111.5047,67.87,95,95,0.56,CN,1630106829
442,Parangan,5.0839,119.9383,81.27,80,88,4.41,PH,1630106829
443,Hirara,24.8,125.2833,82.67,89,20,6.91,JP,1630106829
444,Knokke-Heist,51.3333,3.3333,62.6,82,25,5.01,BE,1630106830
445,Pak Phanang,8.3511,100.202,77.02,82,93,4.68,TH,1630106830
446,Petatlán,17.5167,-101.2667,75.0,96,100,7.87,MX,1630106830
447,Tilichiki,60.4667,166.1,54.37,82,78,3.22,RU,1630106830
448,Kupang,-10.1667,123.5833,82.98,65,40,13.8,ID,1630106831
449,Ostrovnoy,68.0531,39.5131,45.79,80,65,20.36,RU,1630106831
450,Christchurch,-43.5333,172.6333,52.92,91,90,3.0,NZ,1630106544
451,Mayumba,-3.432,10.6554,73.58,89,100,6.93,GA,1630106831
452,Minot,48.2325,-101.2963,70.79,79,90,1.99,US,1630106553
453,Khandyga,62.6667,135.6,42.96,89,100,4.7,RU,1630106832
454,Shetpe,44.1667,52.1167,74.55,52,3,4.52,KZ,1630106832
455,Port Augusta,-32.5,137.7667,59.7,59,90,8.34,AU,1630106832
456,Vardø,70.3705,31.1107,52.52,79,86,23.0,NO,1630106832
457,Tual,-5.6667,132.75,77.59,89,100,15.86,ID,1630106833
458,Mildura,-34.2,142.15,56.07,40,33,14.97,AU,1630106833
459,Pathein,16.7833,94.7333,75.85,93,99,4.9,MM,1630106833
460,Claveria,18.6074,121.0832,80.71,82,98,10.58,PH,1630106833
461,Leonidovo,49.2833,142.8667,58.95,97,100,4.16,RU,1630106834
462,Bambanglipuro,-7.95,110.2833,70.88,87,71,4.45,ID,1630106834
463,Bubaque,11.2833,-15.8333,80.35,80,99,10.76,GW,1630106834
464,Pozo Colorado,-23.4923,-58.7972,59.41,74,7,5.48,PY,1630106834
465,Grand Gaube,-20.0064,57.6608,72.0,83,87,13.0,MU,1630106835
466,Ust'-Omchug,61.15,149.6333,54.93,90,100,4.52,RU,1630106835
467,Voyvozh,62.892,54.9635,37.74,94,77,3.38,RU,1630106835
468,Rantepao,-2.9701,119.8978,67.53,99,100,1.16,ID,1630106836
469,Zakamensk,50.3741,103.2863,43.38,91,65,1.63,RU,1630106836
470,Lake Wales,27.9014,-81.5859,83.21,75,1,9.22,US,1630106836
471,Mandera,3.9366,41.867,75.65,60,3,18.28,KE,1630106836
472,São Félix do Xingu,-6.6447,-51.995,82.27,50,46,2.13,BR,1630106837
473,Fort Nelson,58.8053,-122.7002,71.19,40,75,5.75,CA,1630106837
474,São José da Coroa Grande,-8.8978,-35.1478,75.27,77,35,11.59,BR,1630106837
475,Oistins,13.0667,-59.5333,82.49,83,40,17.27,BB,1630106837
476,Menongue,-14.6585,17.691,70.14,28,87,2.01,AO,1630106838
477,Flin Flon,54.7682,-101.865,66.04,55,75,9.22,CA,1630106838
478,Safaga,26.7292,33.9365,89.55,44,0,7.4,EG,1630106838
479,Peniche,39.3558,-9.3811,69.28,93,0,3.36,PT,1630106838
480,Kuching,1.55,110.3333,75.42,94,20,2.3,MY,1630106839
481,Ihosy,-22.4,46.1167,55.92,94,21,7.78,MG,1630106839
482,Bulawayo,-20.15,28.5833,62.73,34,0,5.1,ZW,1630106664
483,Husavik,66.0449,-17.3389,58.91,70,63,17.38,IS,1630106839
484,São Sebastião do Paraíso,-20.9169,-46.9914,69.67,57,84,8.72,BR,1630106565
485,Eureka,40.8021,-124.1637,88.66,67,20,8.01,US,1630106840
486,High Level,58.5169,-117.136,73.51,43,40,5.75,CA,1630106840
487,Puerto Morazán,12.8504,-87.1717,88.38,80,41,5.5,NI,1630106840
488,Tautira,-17.7333,-149.15,77.02,73,34,14.45,PF,1630106841
489,Leh,34.1667,77.5833,57.43,51,32,6.02,IN,1630106841
490,Tiarei,-17.5333,-149.3333,77.02,74,20,13.53,PF,1630106592
491,Tuatapere,-46.1333,167.6833,49.82,83,96,3.31,NZ,1630106841
492,Half Moon Bay,37.4636,-122.4286,102.58,29,1,9.22,US,1630106818
493,Sikonge,-5.6333,32.7667,68.83,23,11,4.81,TZ,1630106842
494,Unaí,-16.3575,-46.9061,78.78,34,3,2.42,BR,1630106842
495,Bo Rai,12.5728,102.5371,73.35,96,100,1.03,TH,1630106842
496,Aasiaat,68.7098,-52.8699,37.69,88,75,7.52,GL,1630106842
497,Luba,3.4568,8.5547,76.87,89,89,4.23,GQ,1630106843
498,Bodītī,6.9667,37.8667,58.26,85,100,1.16,ET,1630106843
499,Oga,46.4631,10.347,52.48,91,54,4.47,IT,1630106843
500,Bereda,43.2686,-7.5406,63.91,97,20,2.17,ES,1630106843
501,La Paz,-16.5,-68.15,51.78,27,75,11.5,BO,1630106650
502,Papar,5.7333,115.9333,77.0,88,100,3.78,MY,1630106844
503,Oussouye,12.485,-16.5469,82.49,86,99,4.54,SN,1630106722
504,Elk City,35.412,-99.4043,93.69,36,75,12.66,US,1630106844
505,Bowen,-20.0167,148.2333,73.62,78,90,7.52,AU,1630106844
506,Le Mars,42.7942,-96.1656,89.11,19,29,14.12,US,1630106800
507,Nabire,-3.3667,135.4833,76.77,88,99,2.55,ID,1630106845
508,Souillac,-20.5167,57.5167,71.98,88,75,17.27,MU,1630106845
509,Borba,-4.3878,-59.5939,81.07,61,89,2.42,BR,1630106845
510,Maridi,4.9158,29.4742,71.51,85,37,2.44,SS,1630106846
511,Weinan,34.5036,109.5089,69.49,76,75,0.43,CN,1630106846
512,Porto-Novo,6.4965,2.6036,75.02,92,92,6.06,BJ,1630106670
513,Kaoma,-14.7833,24.8,63.05,27,3,6.02,ZM,1630106846
514,Jõgeva,58.7467,26.3939,58.84,94,100,8.88,EE,1630106847
515,Kurisove,46.9695,30.9591,66.65,59,0,4.61,UA,1630106847
516,Ryki,51.6257,21.9327,55.98,95,100,5.93,PL,1630106847
517,Quatre Cocos,-20.2078,57.7625,71.71,90,96,22.17,MU,1630106847
518,Kavaratti,10.5669,72.642,79.45,81,100,17.56,IN,1630106848
519,Rāmāpuram,13.1167,79.2,74.66,89,100,13.02,IN,1630106848
520,Alice Town,25.7167,-79.3,83.41,79,100,19.73,BS,1630106848
521,Nantucket,41.2835,-70.0995,80.71,74,1,4.61,US,1630106812
522,Nueva Loja,0.0847,-76.8828,73.89,87,86,2.24,EC,1630106849
523,Pimentel,-6.8367,-79.9342,64.69,72,0,23.02,PE,1630106849
524,Mount Isa,-20.7333,139.5,67.77,18,0,0.0,AU,1630106849
525,Zhigansk,66.7697,123.3711,39.09,85,100,5.73,RU,1630106849
526,Kungurtug,50.5994,97.5228,43.59,81,46,2.73,RU,1630106850
527,Visby,57.6409,18.296,59.95,94,75,11.5,SE,1630106850
528,Adrar,20.5022,-10.0711,84.97,47,94,22.21,MR,1630106850
529,Sal Rei,16.1833,-22.9167,79.36,83,22,10.96,CV,1630106850
530,Kjøllefjord,70.9457,27.3465,49.24,87,99,31.56,NO,1630106851
531,Malpe,13.35,74.7167,76.3,91,100,11.48,IN,1630106851
532,Banda Aceh,5.5577,95.3222,77.67,78,72,8.19,ID,1630106851
533,Lalibela,12.0333,39.0333,56.3,76,74,1.72,ET,1630106852
534,Cayenne,4.9333,-52.3333,83.08,81,0,3.0,GF,1630106852
535,Mogadishu,2.0371,45.3438,76.15,75,93,18.16,SO,1630106555
536,Semikarakorsk,47.5194,40.8112,67.87,63,100,1.95,RU,1630106852
537,Jumla,29.2747,82.1838,62.08,99,100,2.08,NP,1630106852
538,Kimbe,-5.5502,150.1429,84.52,69,62,1.07,PG,1630106853
539,Flinders,-34.5833,150.8552,56.17,73,100,4.0,AU,1630106853
540,Codrington,-38.2667,141.9667,47.8,68,77,11.72,AU,1630106853
541,Deseronto,44.2001,-77.0494,74.95,36,37,12.33,CA,1630106853
542,Caxito,-8.5785,13.6643,70.45,82,99,2.15,AO,1630106854
543,Edd,13.9297,41.6925,90.66,65,67,5.41,ER,1630106854
544,Turaif,31.6725,38.6637,86.25,19,0,6.91,SA,1630106854
545,Omsukchan,62.5333,155.8,55.99,83,89,7.54,RU,1630106854
546,Ghogha,21.6833,72.2833,80.58,73,67,10.09,IN,1630106855
547,Srirāmpur,22.9489,88.0189,82.24,94,100,5.14,IN,1630106855
548,Yumen,40.2833,97.2,59.92,43,83,9.93,CN,1630106855
549,Laramie,41.3114,-105.5911,82.49,19,20,3.0,US,1630106856
550,Pitimbu,-7.4706,-34.8086,73.99,78,30,11.27,BR,1630106856
551,Bembèrèkè,10.2283,2.6634,70.0,93,98,0.78,BJ,1630106856
552,Belaya Gora,68.5333,146.4167,44.55,84,100,15.43,RU,1630106856
553,Turinsk,58.0458,63.696,44.83,86,73,6.6,RU,1630106857
554,Auki,-8.7676,160.7034,83.08,71,92,4.68,SB,1630106857
555,Chyorny Yar,48.0624,46.1091,76.51,36,100,7.45,RU,1630106857
556,Sioux Lookout,50.1001,-91.917,64.47,68,90,9.22,CA,1630106858
557,Gossaigaon,26.4481,89.989,75.0,98,100,6.46,IN,1630106858
558,Toyooka,35.5333,134.8333,82.51,69,13,0.29,JP,1630106858
559,Liverpool,53.4106,-2.9779,58.6,77,75,6.91,GB,1630106575
560,Cap Malheureux,-19.9842,57.6142,72.09,83,85,13.0,MU,1630106858
561,Batié,9.8833,-2.9167,72.63,93,78,3.89,BF,1630106859
562,Vestmanna,62.1564,-7.1664,49.12,100,90,4.61,FO,1630106859
563,San Juan,-31.5375,-68.5364,61.16,20,33,6.51,AR,1630106859
564,Sabang,5.8933,95.3214,81.1,74,57,11.01,ID,1630106859
565,Mbandaka,0.0487,18.2603,72.16,88,99,3.91,CD,1630106712
566,Mizdah,31.4451,12.9801,81.23,40,18,6.38,LY,1630106860
567,Cedar City,37.6775,-113.0619,87.4,9,1,10.36,US,1630106668
